Product Name,Supplier Location,Quantity,Blockchain Transaction ID,Transportation Mode,Production Date,Transaction Date,Delivery Date,Soil Quality,Crop Health,pesticides used or not for growing crop,Total Supply Chain Days took to Deliver Product,Quality Assessment
Soybeans,Thane,1430,0x7a7bf3ebb840485a70985cb4f958bb23421ee8f3ed3549d11554ff8ee9610e1b,Ship,2020-06-06,2020-08-21,2020-10-25,Low,Stunted,not_used,141,Low
Potatoes,Faridabad,5947,0xd98607457e5ab99cac043399edb27078f3135125974fd8ccc1090553285a8915,Ship,2022-09-07,2022-11-27,2023-01-27,Medium,Infected,not_used,142,Low
Corn,Chennai,4963,0xea437fee71c8807eb115855d89a82d66d065810d99cb4ffba917b6a59d44f3d4,Ship,2022-11-01,2023-01-10,2023-03-29,Medium,Infected,not_used,148,Low
Corn,Ghaziabad,4008,0xc62b962b429079ca16d7337270580da5a9db29770cd6d6a32041fd397596b6b5,Air,2023-06-02,2023-06-21,2023-07-09,Medium,Stunted,not_used,37,High
Lettuce,Agra,4262,0x085d21ef14e90ebae0491a445437fc65f49c3bff6c40a21fb51a9968d75dfcc2,Ship,2022-01-07,2022-02-21,2022-04-01,Medium,Stunted,not_used,84,Medium
Soybeans,Bangalore,178,0x66a34afd60d310347121e56239f03000e41bd53c02c91f4f807c09dc8a0c9687,Ship,2020-04-05,2020-05-30,2020-07-20,Medium,Stunted,not_used,106,Medium
Potatoes,Faridabad,7264,0x3825f50177d1c79c4f5af79af3b81c085b5c43722c5227ef14d0a1d14f8067fe,Ship,2022-05-01,2022-07-25,2022-10-13,High,Healthy,not_used,165,Low
Corn,Ghaziabad,5057,0xca9e1ccbc9bc048377796e8561f07469b37d0dab5f90c6dfff29f110b1128e08,Ship,2020-03-03,2020-05-23,2020-08-17,High,Healthy,not_used,167,Low
Tomatoes,Patna,4578,0x764310073283a70eee7542a2e3421fe5274f2fd296e9bb6e3175d307d77192c7,Truck,2021-07-06,2021-08-02,2021-08-18,Medium,Infected,not_used,43,High
Corn,Kanpur,2071,0xdec545c0fcbc751a2c1306a99b11f03094e6c5663e19fa2244fd4d3ca6e20ef5,Ship,2022-07-07,2022-08-29,2022-09-30,Low,Healthy,not_used,85,Medium
Tomatoes,Chennai,5197,0xb181801389e1ff81a1ec0efd6861b80be8d62cf678e6f4403cad9fe7fa0366fa,Air,2021-04-06,2021-04-19,2021-05-17,High,Healthy,not_used,41,High
Tomatoes,Aurangabad,3919,0x7aa27423bc241935666dfe375bd492b197f5c66cc31525d531824a440598927c,Truck,2023-10-05,2023-11-23,2024-01-11,Low,Infected,used,98,Medium
Potatoes,Amritsar,7362,0x644b50da33fd4175e223df6435a6d8985ee5ad57f4004b3d987a3daaa3c154d4,Truck,2022-10-07,2022-12-13,2023-02-13,Medium,Infected,used,129,Low
Rice,Jabalpur,763,0x251f7ebdaf65db928741e9e3585f0222aedeedf02335b5a30b3005f6668e4eba,Ship,2023-03-04,2023-04-02,2023-04-26,Low,Healthy,not_used,53,High
Lettuce,Vadodara,5541,0x317fc58f44b7b83980f57d84f1ce2058fdbb078c6a68e9f1622839c673e09da9,Truck,2021-12-03,2022-02-13,2022-04-24,Low,Stunted,not_used,142,Low
Corn,Patna,5414,0x91bcbe4f3c8715f94279f4ba2a1f2325716ce405d8e175a5cdf922a3d9c0b03c,Ship,2020-04-02,2020-05-11,2020-07-06,Low,Healthy,not_used,95,Medium
Lettuce,Jodhpur,7667,0x6abd7177ff80c4ad035362e501e4529f885504638476e5717371e0922a59dafb,Ship,2023-06-07,2023-08-26,2023-10-30,Low,Healthy,not_used,145,Low
Wheat,Ghaziabad,4508,0x5af135cedd2a3fed48d2216929bdf496ea5068d308fbae74fe8e14c3faf07ba8,Ship,2020-12-02,2020-12-25,2021-01-16,High,Stunted,used,45,High
Potatoes,Ghaziabad,7595,0xe2281a64956a0cfa15eed1a8c54f5039974a8cce1c58375d9b56f534b9a3539f,Ship,2020-10-05,2020-10-25,2020-11-04,High,Infected,used,30,High
Potatoes,Thane,153,0x3acbd54e3b564fba93beec23ef50a64de7eb82479b751df818b353c190da3349,Ship,2022-11-05,2023-01-15,2023-03-17,Medium,Stunted,not_used,132,Low
Rice,Navi Mumbai,8029,0x6887d224747d50d15820daeefef2f27e51ba37dc8d2d9809ea0f4ab9d02d732a,Ship,2021-11-02,2021-12-30,2022-02-07,Low,Infected,used,97,Medium
Rice,Patna,7206,0xfb0b33979b66bd37ff285085718f631f8e24b2e2b101096c295935a046efbc33,Truck,2022-03-06,2022-03-25,2022-04-20,Medium,Stunted,used,45,High
Lettuce,Srinagar,1679,0x8737977900ce93af3fe463822004f25bdf82429f4177d4d835d75936b1706588,Truck,2020-08-01,2020-08-28,2020-09-25,Medium,Healthy,not_used,55,High
Wheat,Hyderabad,507,0xcfc7cc6204c843823d4a676f7dd8c5ea2a155f90ae2a025f878c1d45f2c37fc3,Ship,2021-03-05,2021-04-02,2021-04-30,Low,Healthy,used,56,High
Tomatoes,Solapur,3288,0x0de2837022ac37e12c9cbb07bd2040a9e25ff505430f380e850180a303815be5,Truck,2020-01-01,2020-03-21,2020-06-05,Medium,Infected,not_used,156,Low
Wheat,Ghaziabad,796,0x4b3e6f345f9047271df58acd240c4aa53984357381a2a947d63d0f7316731854,Truck,2020-11-05,2021-01-07,2021-03-29,Low,Stunted,used,144,Low
Soybeans,Patna,1306,0xb91eb19285fd05261bd26f6329b33571cd523252653e32d991cf4ff49e8c0867,Truck,2023-11-02,2023-11-28,2023-12-27,Medium,Stunted,not_used,55,High
Wheat,Chandigarh,3076,0x0b24e95b110215f479c151179eb29ab0f8c25c0a785af29cda5661d4842805da,Truck,2022-03-01,2022-04-26,2022-06-08,High,Healthy,used,99,Medium
Potatoes,Vadodara,6907,0x8c060f70515f62417fc18ea06bd002ceb92b074d7ca13ca95155f01752a599db,Truck,2022-07-02,2022-07-20,2022-08-15,High,Infected,used,44,High
Soybeans,Thane,5436,0x7bbfe1601238926e4f3451876aa42ad7319821265997bd4d822bf91322ff052a,Air,2021-01-01,2021-01-30,2021-02-09,Low,Stunted,not_used,39,High
Rice,Chandigarh,6890,0x0da5da4aa51cbe8d8dbb510cfc6ae7cb1ef547ff5b39a67c864a4c45e5068f04,Ship,2021-10-07,2021-12-04,2022-01-23,Low,Healthy,used,108,Medium
Corn,Visakhapatnam,1256,0x6805c31d99f42f349fa483ab1af232b726bc2a8dd006248f2db76eb78563e731,Truck,2021-01-01,2021-02-10,2021-03-16,Low,Infected,used,74,Medium
Tomatoes,Visakhapatnam,1097,0x9ad35eed50da2d3326b370834220a6e8600c76294f6b88eaf1a8b4417896fe32,Air,2022-02-04,2022-04-29,2022-07-19,Medium,Stunted,used,165,Low
Wheat,Guwahati,5679,0x8ddb337aaaac4298af4efb13fbc5fcb9762c36bed06321f9204b26e54ae0060f,Ship,2020-06-02,2020-08-12,2020-10-28,Medium,Healthy,used,148,Low
Soybeans,Nagpur,1799,0x845f6813881572b099bfae5b679ac7bc49b5e9be5cccd9d53123c1d0cf96ad53,Ship,2023-12-07,2023-12-26,2024-01-15,Low,Stunted,used,39,High
Lettuce,Rajkot,4102,0xaa60e17cd6c4a021c43d79aaf131a7dfd611c01930af371e436bc65164c785c9,Ship,2022-09-03,2022-11-14,2023-02-02,Medium,Infected,not_used,152,Low
Corn,Kanpur,8389,0xc986b355dbc092e80c267a5eacb53f1dd81421e08d5e936c3f419278d6fdf04b,Ship,2020-12-07,2021-01-27,2021-03-27,Medium,Healthy,used,110,Medium
Potatoes,Chandigarh,305,0xf1817a01c0690b692e06a7ca3fcfa631842772c2d904922f32da2485a860e1f4,Truck,2020-09-04,2020-10-24,2020-12-20,Medium,Healthy,not_used,107,Medium
Potatoes,Coimbatore,6343,0xccc48372a6131551c86f350ac7a399bf6a0d6ee89641cbdb0999a48af2692b0f,Air,2023-07-03,2023-09-04,2023-11-19,High,Healthy,used,139,Low
Corn,Jaipur,7232,0xa36a43ac312254efcb9972797745e8d567cac6347aff2c00e9fb0d2ae241dbd7,Air,2020-09-03,2020-10-22,2020-12-12,Medium,Infected,used,100,Medium
Rice,Vijayawada,739,0x8059ba7b4c7811be988ca0c04d3765d78dd5e3cf62885ab68043c6d0c8bb3718,Truck,2022-02-02,2022-03-29,2022-05-07,High,Healthy,not_used,94,Medium
Corn,Faridabad,5108,0x8a834cdee236044c64a697612c2fa0fe90a6657f007b44b9fcdfc769f44c5c1d,Air,2021-12-05,2022-01-03,2022-01-21,Medium,Healthy,not_used,47,High
Rice,Ahmedabad,3680,0x12099e64955e525353c1daa49375f1bb5ccb86bf4be5060363b7ccd5ef1e8e97,Ship,2020-09-03,2020-11-10,2021-02-02,Low,Infected,not_used,152,Low
Corn,Ahmedabad,3884,0xa5cc5fe13376f7c5131413c21cd2862c41d0c7b13b6dcb3a7587438eacdc6bef,Air,2022-10-06,2022-10-25,2022-11-06,High,Healthy,not_used,31,High
Tomatoes,Hyderabad,7306,0x63fa10da6cd257c01f71f56a84749c2034e49f4a59ecde64a7fd86b9a003e958,Truck,2021-06-06,2021-07-26,2021-09-10,Low,Infected,used,96,Medium
Potatoes,Vasai-Virar,9384,0xb1093fe5dbd324d88c8171331a78e81667f8b3cfa338e90dcb4f0bc0395a157e,Truck,2020-02-06,2020-03-05,2020-03-18,High,Stunted,used,41,High
Potatoes,Vadodara,285,0xeae9f5c1235b740d4b6af7c330e69ea89061651331a588a8d2b3fdf15e8d74fb,Ship,2023-05-03,2023-07-27,2023-10-17,High,Infected,not_used,167,Low
Rice,Navi Mumbai,9206,0xa83fba8ba98426f41ebf06044402851819589863792217b6558ea6b63ba6f0ed,Truck,2023-02-01,2023-05-01,2023-07-09,Medium,Infected,used,158,Low
Tomatoes,Kanpur,2612,0xb65617558682e232e07ed41e049a7bf95d90dbe27a7d236e8dc74c70e9b426ed,Truck,2023-10-05,2023-10-23,2023-11-04,Low,Healthy,not_used,30,High
Wheat,Guwahati,8438,0xd7577dffe0193e3f5066c7ca7d73e9e03a2aa54c60fefbeee6ceec29fb44f246,Truck,2022-12-04,2022-12-23,2023-01-09,Medium,Stunted,not_used,36,High
Soybeans,Amritsar,332,0x97ec6c0624f7697b1732be11ed6b7483127016dad8506a515e04bbd2ef94b961,Truck,2020-08-05,2020-08-26,2020-09-21,Low,Infected,not_used,47,High
Tomatoes,Meerut,251,0x7524d682087927c91c4f6ea7b0eaa0010273abf37e67a9dd72ef6211c8586095,Ship,2021-05-04,2021-07-29,2021-10-20,Medium,Infected,not_used,169,Low
Wheat,Aurangabad,1395,0x178051494b4e2a39b2bb05edf98da1fcf3eaaf4d00d93adeb98d6cb11943c686,Air,2020-11-06,2021-01-03,2021-02-06,High,Infected,used,92,Medium
Potatoes,Solapur,5174,0x382c4e80231dc45748677183fcb898053ddcf9bc34539973dc6e54482e26f2ac,Truck,2022-09-01,2022-10-21,2022-11-22,Medium,Healthy,used,82,Medium
Soybeans,Howrah,6135,0xcce3668f60febec769160603b6eba77cb754674542e342b1a3510d7b15b2a6a1,Ship,2020-02-02,2020-02-20,2020-03-09,Medium,Stunted,not_used,36,High
Tomatoes,Thane,261,0x9cb897eaf2dea56560144b19568f6291b77abe2763f7796a7a0bb1bc81936f9f,Ship,2023-01-07,2023-03-23,2023-06-18,Low,Stunted,used,162,Low
Soybeans,Kalyan-Dombivali,7196,0x05ffe90c13215e801803b7074d9aa6500b94dba61a8ae675bccab8dda112b532,Ship,2023-11-03,2024-01-10,2024-04-03,High,Healthy,used,152,Low
Potatoes,Raipur,6563,0x73f08a68a12357f975291e66da6c7b4a7c2e1ead59b920170f15054bdb14ecbf,Truck,2023-09-04,2023-11-09,2024-01-14,Low,Infected,not_used,132,Low
Wheat,Raipur,9354,0xe4f2689c8f914698ee9a87dd1a25bea7df26c1f166ddeaa083de7ea7950ca325,Truck,2021-03-05,2021-03-25,2021-04-21,High,Stunted,not_used,47,High
Tomatoes,Madurai,3221,0x532e621cb5b35d83705827f3ed5cd6b3de270ed8b8bff54fd184eb438115ed2f,Air,2021-10-06,2021-12-16,2022-02-23,High,Healthy,not_used,140,Low
Soybeans,Vadodara,2010,0xc58af77abcd2b9f8d9810bfe23881193efe40cbad3370a2cb03a95806100eef3,Ship,2023-09-03,2023-11-30,2024-02-02,High,Infected,used,152,Low
Soybeans,Kanpur,1559,0x14f1c6e92f72c2428a29c31f7cfa7007057b802416cab0e4e2f501f12b4e1617,Truck,2022-01-07,2022-01-19,2022-02-10,High,Stunted,used,34,High
Wheat,Indore,4843,0xd0ee4265607994cde8f2349626f4c99f0d799ff195fee46c80a8eae77bf406dc,Truck,2023-12-05,2023-12-29,2024-01-18,Medium,Infected,used,44,High
Rice,Hyderabad,2960,0x056592bc70f9ba635c23847d4ba8a1db7cdd0659cb5b41034ba7fbe314e2e811,Ship,2021-08-04,2021-09-06,2021-10-27,Low,Healthy,not_used,84,Medium
Tomatoes,Dhanbad,3222,0x41c855fc8c9ebb19f8c9471629358c2fe558b0dcca535fade478146eefed7aef,Air,2020-03-03,2020-05-09,2020-07-15,Low,Healthy,not_used,134,Low
Rice,Ludhiana,952,0x742f27319eeb0edb0f202e416a9e384d58a3a042fa51b273492e96894e2ee169,Truck,2020-10-04,2020-10-15,2020-11-05,Medium,Infected,used,32,High
Lettuce,Nagpur,4489,0x225c6637dec277fb6c3afb7fc76b7ff4c4001627ca00eac3f43867ddc6ffb269,Ship,2023-05-02,2023-07-23,2023-10-08,Medium,Healthy,not_used,159,Low
Potatoes,Navi Mumbai,2815,0x4a4cac925e735488cb6c99a9e01702d4ff93706bacdd5a032a2d22abccd3f02b,Air,2023-08-03,2023-08-27,2023-09-15,High,Infected,used,43,High
Lettuce,Bhopal,2716,0xeab1c57757fbc4da12c653d897d3f58a284d8f684386647daf0663faf3d8a322,Ship,2021-11-04,2022-01-30,2022-04-26,Medium,Healthy,used,173,Low
Corn,Bhopal,6882,0xc38e90c27b5797204126b3180a441b4f88f149a70031944b214b67a09b209da4,Ship,2020-01-05,2020-03-08,2020-05-24,Medium,Healthy,used,140,Low
Corn,Faridabad,2083,0xaacdf6dcaad64685321f021bddb0f25ce026b93f0682daaf24b1b83857870a39,Truck,2022-12-02,2023-02-01,2023-04-26,High,Healthy,not_used,145,Low
Corn,Thane,7633,0x70f13df2ad14a83ec1a6ff82912f65df7fbccff9ec5c1b67794ee2c1d6752783,Air,2023-01-05,2023-03-11,2023-05-12,Low,Infected,not_used,127,Low
Soybeans,Chennai,1034,0xba92db4ce54555df88bb0d09a6547b45dee405ac7291bd58ec0a476012df68cb,Air,2023-11-01,2023-12-22,2024-01-24,High,Stunted,used,84,Medium
Wheat,Indore,3698,0x9647c14e0fa5653cdbc796d4265e9695153b4a275ca09383770df9479b7d0729,Air,2021-08-06,2021-08-16,2021-09-03,Medium,Stunted,not_used,28,High
Tomatoes,Coimbatore,1500,0x3ca704da5b3233fa00ccf9e757cc13d2b10d95ebef7514c4db38507c865299b0,Ship,2023-07-03,2023-09-17,2023-12-09,Medium,Stunted,used,159,Low
Potatoes,Kolkata,8574,0x968ab7791805be5d9e3ad1e8121d650608f164ee67f72140fedd1e421977bdff,Air,2021-08-01,2021-08-12,2021-09-06,Low,Healthy,not_used,36,High
Lettuce,Guwahati,9741,0x7620ba85e08accea232002b8a8ccf45803a86327c9283c08f96c968c7444f737,Air,2020-11-04,2020-12-11,2021-01-14,High,Infected,used,71,Medium
Soybeans,Vadodara,6872,0x10739ffdff5a12ba049281bfda048d78555a6ddc74afdbe25e5a4a7ca317402e,Air,2023-01-04,2023-02-26,2023-04-07,Low,Healthy,used,93,Medium
Tomatoes,Indore,9723,0xce876410a22412c4bd214dbacb9f5410049354cebc431abc43ad582e20c0a9d4,Ship,2021-04-05,2021-04-28,2021-05-28,Medium,Infected,not_used,53,High
Soybeans,Indore,2043,0x8bc09b166558bb0903a5f178df7d57c8f998ca0f257f5a56085e9117f672e713,Truck,2020-05-07,2020-06-01,2020-06-13,Low,Healthy,used,37,High
Tomatoes,Raipur,5175,0x2fd4408d9a571f3975875a3af733b67d010b614b89fa97c0e6da0bb9760ca41a,Ship,2022-07-07,2022-10-01,2022-12-15,Low,Stunted,used,161,Low
Potatoes,Mumbai,5847,0xc3362e11072cecf3955e1c624ccf5263f1a03eb6f4b7bd674483c0f961c4ce25,Truck,2021-05-03,2021-05-19,2021-06-09,High,Stunted,used,37,High
Corn,Rajkot,1649,0xcda4a58f43838c540a5b6e5016d1e253be788c711f89d36915b5ed88a613970a,Truck,2022-02-03,2022-03-27,2022-05-01,Medium,Stunted,used,87,Medium
Lettuce,Solapur,8820,0x049681bf33eb623a08f834ffe52d388bbcdff248e7bf6c60662b5fb44ce4d670,Truck,2021-07-01,2021-07-26,2021-08-17,Low,Stunted,used,47,High
Soybeans,Visakhapatnam,1179,0xdc78ce14e7eddd18c5f879b6258e828a7bfb65563b517e13251243c0cbd5942f,Ship,2022-12-03,2023-02-12,2023-04-27,High,Infected,not_used,145,Low
Wheat,Rajkot,8418,0xe4b897e78d586f01aafc95adc25f4cdb64ef8bda813df1656b346a91cb3d59ca,Air,2020-01-03,2020-02-16,2020-04-14,Low,Healthy,not_used,102,Medium
Wheat,Kalyan-Dombivali,4699,0x693ae509436a56963575c7703fe7378eca9f64c93b8715b1dd7b3632896bca6a,Air,2020-05-03,2020-06-08,2020-07-19,Medium,Stunted,not_used,77,Medium
Lettuce,Ranchi,8211,0x92982adc5d677cc6f52d3fbb6c4daa867cd6cb3bb21531a142fa76ae72dcb4ab,Ship,2022-04-04,2022-04-19,2022-05-11,Medium,Healthy,not_used,37,High
Tomatoes,Allahabad,6243,0xc23bf079162395753e24f04fe474299bfd7fbd88dbfdd1904d7d5417af691815,Truck,2022-03-03,2022-05-01,2022-06-22,High,Healthy,not_used,111,Medium
Tomatoes,Raipur,8106,0x8bda10c2664efb616904b041fbac1e33415e929ecb67c49dcd2948f5a80e0a67,Truck,2021-01-05,2021-01-31,2021-02-28,High,Healthy,not_used,54,High
Corn,Srinagar,9824,0x2bfebaf9c123c506b07bd951204a06c5c339e19a81076099c38f69248857cf5b,Ship,2020-03-07,2020-03-30,2020-04-20,Low,Stunted,not_used,44,High
Corn,Kalyan-Dombivali,9359,0x27959c10d30df3da2de156a87ea12aa7c591d69edc47cbad7e196162bc0781b0,Air,2021-08-02,2021-10-11,2021-12-24,Medium,Stunted,not_used,144,Low
Wheat,Bhopal,2990,0xafb8412d8c8319706422bdbc120eee8405e476ff32f733f9234cc395059d482d,Truck,2020-11-02,2020-12-19,2021-01-21,Low,Infected,used,80,Medium
Wheat,Ahmedabad,9785,0x8a6785baf3c258bd4efc90b48181f8ca7645c7afd165c26356abbc6c1c9d0614,Truck,2022-02-07,2022-03-16,2022-04-23,Medium,Infected,used,75,Medium
Wheat,Lucknow,6288,0x5a7a8b56b92c5fddaa2121af6c77e19ff1341eb077341773f3931a5fceb83ea2,Air,2022-05-01,2022-06-26,2022-07-31,High,Infected,used,91,Medium
Tomatoes,Ahmedabad,9890,0xe9ee9081f299730bb8def0838dd5f8bee552199c962e2b44b41afd4becf03e28,Ship,2022-10-02,2022-12-08,2023-02-20,Low,Stunted,used,141,Low
Rice,Bhopal,6915,0xd5eef9d8ab38c691705f821aed8faf4a0d5c656bdb9be4cebe47d22f21dd98dd,Truck,2023-04-05,2023-04-26,2023-05-20,Low,Stunted,not_used,45,High
Corn,Visakhapatnam,8646,0x268c775ae35ff40d41396cc980aa3715d8ad21af0deac903bf14cfea5c4c2136,Truck,2023-09-07,2023-11-28,2024-02-25,High,Healthy,not_used,171,Low
Wheat,Jabalpur,2616,0x8a591f9c9afe91b560c4d36820360ad14fa203ad4dfa3fe614f02b5545c86ecd,Truck,2022-12-07,2023-01-08,2023-03-08,Low,Stunted,not_used,91,Medium
Soybeans,Vadodara,7561,0xa45e8ae7a759bc381d7fdf3db44a113a70df56608d2257b89dad178da336f529,Ship,2020-05-02,2020-07-28,2020-10-07,Low,Stunted,not_used,158,Low
Wheat,Indore,2065,0x3d13793aecd9b2d3f07450db4860cfa716bd5c7a7aef832fe7d7534b01658027,Ship,2022-04-06,2022-05-17,2022-06-26,Medium,Stunted,used,81,Medium
Corn,Raipur,3986,0xc23dc1899dcab5773d8e7fce1173f4d6a6e962a4ca76aee9f311d1fbd342e52e,Truck,2023-04-07,2023-06-12,2023-08-13,Medium,Healthy,not_used,128,Low
Lettuce,Visakhapatnam,2614,0xf669c7baa36a0262e725dd0b878b2d70c9cd21bd65b5e96f3d21abf2c7c17528,Air,2022-05-04,2022-07-01,2022-08-25,Low,Infected,used,113,Medium
Wheat,Ahmedabad,8491,0x5a736c7a21aef52833896d2ab62068e44af222b4b2e74bba3feafa093e82abe4,Air,2023-04-04,2023-06-10,2023-08-16,Medium,Stunted,used,134,Low
Lettuce,Jabalpur,4777,0xd1e9edd29ac4ae4f2c98899083178667b8f2f1c4e855e5843412458a012782bc,Ship,2023-03-04,2023-03-17,2023-04-11,Low,Stunted,not_used,38,High
Potatoes,Faridabad,9652,0x8abe8fb526b1ccf9f7ca237fa29e4eec61547b7b0575a0a287f02cc96b26a771,Ship,2023-08-03,2023-08-23,2023-09-15,Low,Stunted,not_used,43,High
Rice,Vasai-Virar,375,0x6aaa1fa8229c19af50bfb0d5bb2f0be13a5495e43a3ae28fd55acafc82b50a86,Air,2020-01-01,2020-02-10,2020-04-01,Low,Stunted,not_used,91,Medium
Corn,Agra,4737,0x772b0ba97be179e59b745d883da1479c64b52bbf962b150f6882dd139c6ba9bc,Ship,2020-08-07,2020-10-11,2021-01-06,Low,Stunted,used,152,Low
Potatoes,Vadodara,3906,0x071f7ad128b6481c1e5b064790f1a52fa43d57d1debdc8e8c20cdfcd63177968,Ship,2023-09-05,2023-11-24,2024-02-05,Medium,Infected,not_used,153,Low
Tomatoes,Vadodara,2503,0x129bef5088508d8c1b26ad4be401e7be24d53661a034a57c3dfaf3135f0bcbc1,Ship,2020-09-01,2020-09-29,2020-10-13,Medium,Stunted,not_used,42,High
Rice,Vasai-Virar,2410,0x0546a1d0a34813f7e2f9e024e49dddf78fcee3248fa369582f68c5391bb185c8,Ship,2022-04-02,2022-06-20,2022-09-17,Medium,Infected,not_used,168,Low
Corn,Bhopal,594,0x866d7b57493227f6fef1903011d3fced2e66ec403afe0871ca719ab10afdf0cf,Air,2020-02-04,2020-05-02,2020-07-19,Medium,Stunted,used,166,Low
Lettuce,Jaipur,3929,0xb956caee03ad190e0797513303b151fb969fb3a7f83943dc0239d56bda7c956d,Ship,2020-12-02,2021-02-21,2021-05-01,High,Infected,not_used,150,Low
Lettuce,Amritsar,697,0x391ab20653a4be4c59cd5fd601a402adb0119596f452378e212c1c47569af26e,Ship,2020-09-02,2020-09-17,2020-10-08,Medium,Healthy,not_used,36,High
Potatoes,Chandigarh,827,0x28aadbcf21c5408f022508386a89ff90f928902daba9f93fcff6abfff67d14c9,Air,2020-02-03,2020-04-28,2020-06-28,Medium,Stunted,not_used,146,Low
Potatoes,Mumbai,3806,0x769348e5642666cf5bd7c1ec8cf785d394e454b87704dae5c29b7aed73ad46dd,Air,2021-04-02,2021-06-06,2021-08-22,Medium,Infected,not_used,142,Low
Tomatoes,Hyderabad,8749,0x3190128de5fd4ab8997d1c786538247c04d253c77b10eafca375d79ac8795d61,Air,2022-05-02,2022-05-25,2022-06-16,Low,Healthy,not_used,45,High
Potatoes,Ghaziabad,3649,0xa6709df40416fc34b98aa878c321507000914e9d3b2788b70680a6fe6c67e48d,Air,2020-06-02,2020-07-24,2020-09-03,Medium,Infected,used,93,Medium
Tomatoes,Kolkata,1672,0xd0aa5501b53341bc43d82e52957e724768c1c2681cd5ab85afdd0d6b02423d5f,Air,2022-01-07,2022-03-31,2022-06-06,High,Healthy,used,150,Low
Wheat,Mumbai,9528,0xaf2df04a030329481e5eb027483f3f17dd54fba5cc259363270859a152ee5e83,Air,2020-01-03,2020-03-23,2020-06-19,Low,Healthy,not_used,168,Low
Potatoes,Nagpur,4454,0xfc03650ca0b9ffeff472ee996fb93a511bc537016e4a3a6d7cccccb90f90c0f3,Truck,2023-03-06,2023-05-24,2023-08-14,Medium,Infected,used,161,Low
Lettuce,Gwalior,6478,0x8d5bd364a9140e4ab5fe58a75aef8933ca3e1f7bfbf44a48de5a211c5e6f32c0,Air,2022-07-06,2022-09-28,2022-12-07,Medium,Healthy,used,154,Low
Potatoes,Ghaziabad,594,0x60d900527cffe0395d3c3471972e41aa6b41a517e8c753caa4d4c42d6279aa12,Air,2022-07-01,2022-07-22,2022-08-21,Low,Infected,used,51,High
Lettuce,Ahmedabad,3922,0x6d81d75d210587f5be2aea80590c64d5929d4f0270fb137a23ee038dc397c9b4,Ship,2022-02-04,2022-03-01,2022-03-11,High,Infected,not_used,35,High
Soybeans,Bangalore,7645,0x57ff29424e1bc5f4a79454bd2b1e0c28ee32934f2b499c70bd020744dc6c5b88,Truck,2023-04-02,2023-05-23,2023-06-30,Medium,Healthy,used,89,Medium
Wheat,Varanasi,5446,0x4c5491c09b6d9803f3ea42816444e0a984f5fae5255e2927b1de8069f4086a46,Truck,2022-01-03,2022-01-31,2022-02-21,High,Infected,not_used,49,High
Wheat,Rajkot,7825,0x003e82510f674f5da982f178769fb1b81b4b45a8591cd5ab9cff958c6bd93782,Truck,2022-02-05,2022-03-19,2022-05-16,Medium,Infected,used,100,Medium
Lettuce,Jaipur,7833,0x0701844c3ef6151816fb5d3831181c4b0a1806f0e4ab08e9e6fe3d5ce0fe392e,Truck,2020-02-05,2020-04-30,2020-07-21,High,Infected,not_used,167,Low
Rice,Chandigarh,1495,0x4e91ac4c07c9a4b1e76a0a5f6a405d5b3304d7107ec5d5e3c075b1d079e85d08,Air,2020-11-03,2021-01-21,2021-04-06,Medium,Stunted,used,154,Low
Corn,Ghaziabad,4745,0x9db1a122e32a157923a6ed2d932a40e6c2cf2abeb75459f0f40a0a0194c943e6,Ship,2021-10-03,2021-10-18,2021-11-12,High,Infected,not_used,40,High
Soybeans,Jaipur,1396,0x76cef70e8fe58c2dfb532f8a8d4c5e86376ccdea30505d11b86ed36392d91d76,Truck,2022-04-06,2022-05-27,2022-07-22,High,Stunted,not_used,107,Medium
Potatoes,Varanasi,831,0x6ef64580ddac91d174e798df8f0a65e27b51410946ca97be8a1ef50b3bb8b892,Ship,2021-09-01,2021-11-28,2022-02-10,High,Healthy,used,162,Low
Tomatoes,Srinagar,6390,0xe7873ec798a48c10e7085a61ae75b7b4c1aabbfff4ab60e2907c3d154a9fc603,Ship,2021-03-05,2021-05-05,2021-07-20,Low,Stunted,not_used,137,Low
Tomatoes,Navi Mumbai,9049,0x84aedb5bdbaa435dc689ab58133034e38b0f5c6c940bc6d425315c9d739b9e9a,Truck,2022-04-03,2022-05-04,2022-06-12,Low,Stunted,used,70,Medium
Rice,Vasai-Virar,523,0x269e9a7b0e5c00084e47e1ad3eced0c301d294d2664c189ace37baa174372c0a,Air,2021-11-01,2022-01-30,2022-04-09,High,Stunted,used,159,Low
Potatoes,Kalyan-Dombivali,519,0x8cd5282c0d34941c16d75e996045e3f2db8e894eca27248c31fbd49bb2eafc51,Truck,2020-06-03,2020-06-21,2020-07-18,Medium,Stunted,used,45,High
Wheat,Faridabad,1982,0xaf73dfde783284a4a7e17f018da8ea77046d7208e7feafd3d02fc5a2b50a6e4b,Truck,2020-01-04,2020-02-04,2020-03-09,Medium,Stunted,not_used,65,Medium
Tomatoes,Varanasi,9981,0x919ea277b20d195ad75c5e3507c1ffd0c05f73effc68ad9605f84ab70c9f44c7,Truck,2022-11-05,2022-12-14,2023-02-04,Low,Healthy,used,91,Medium
